para_id,sent_id,sentence,label
P000000,P000000_S000,"Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress.",0
P000000,P000000_S001,"Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny's Child.",1
P000000,P000000_S002,"Managed by her father, Mathew Knowles, the group became one of the world's best-selling girl groups of all time.",1
P000000,P000000_S003,"Their hiatus saw the release of Beyoncé's debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".",1
P000001,P000001_S000,"Following the disbandment of Destiny's Child in June 2005, she released her second solo album, B'Day (2006), which contained hits ""Déjà Vu"", ""Irreplaceable"", and ""Beautiful Liar"".",1
P000001,P000001_S001,"Beyoncé also ventured into acting, with a Golden Globe-nominated performance in Dreamgirls (2006), and starring roles in The Pink Panther (2006) and Obsessed (2009).",1
P000001,P000001_S002,"Her marriage to rapper Jay Z and portrayal of Etta James in Cadillac Records (2008) influenced her third album, I Am... Sasha Fierce (2008), which saw the birth of her alter-ego Sasha Fierce and earned a record-setting six Grammy Awards in 2010, including Song of the Year for ""Single Ladies (Put a Ring on It)"".",1
P000001,P000001_S003,"Beyoncé took a hiatus from music in 2010 and took over management of her career; her fourth album 4 (2011) was subsequently mellower in tone, exploring 1970s funk, 1980s pop, and 1990s soul.",0
P000001,P000001_S004,"Her critically acclaimed fifth studio album, Beyoncé (2013), was distinguished from previous releases by its experimental production and exploration of darker themes.",0
P000002,P000002_S000,"A self-described ""modern-day feminist"", Beyoncé creates songs that are often characterized by themes of love, relationships, and monogamy, as well as female sexuality and empowerment.",1
P000002,P000002_S001,"On stage, her dynamic, highly choreographed performances have led to critics hailing her as one of the best entertainers in contemporary popular music.",0
P000002,P000002_S002,"Throughout a career spanning 19 years, she has sold over 118 million records as a solo artist, and a further 60 million with Destiny's Child, making her one of the best-selling music artists of all time.",1
P000002,P000002_S003,She has won 20 Grammy Awards and is the most nominated woman in the award's history.,1
P000002,P000002_S004,The Recording Industry Association of America recognized her as the Top Certified Artist in America during the 2000s decade.,1
P000002,P000002_S005,"In 2009, Billboard named her the Top Radio Songs Artist of the Decade, the Top Female Artist of the 2000s and their Artist of the Millennium in 2011.",0
P000002,P000002_S006,Time listed her among the 100 most influential people in the world in 2013 and 2014.,1
P000002,P000002_S007,Forbes magazine also listed her as the most powerful female musician of 2015.,1
P000003,P000003_S000,"Beyoncé Giselle Knowles was born in Houston, Texas, to Celestine Ann ""Tina"" Knowles (née Beyincé), a hairdresser and salon owner, and Mathew Knowles, a Xerox sales manager.",1
P000003,P000003_S001,Beyoncé's name is a tribute to her mother's maiden name.,1
P000003,P000003_S002,Beyoncé's younger sister Solange is also a singer and a former member of Destiny's Child.,1
P000003,P000003_S003,"Mathew is African-American, while Tina is of Louisiana Creole descent (with African, Native American, French, Cajun, and distant Irish and Spanish ancestry).",1
P000003,P000003_S004,"Through her mother, Beyoncé is a descendant of Acadian leader Joseph Broussard.",1
P000003,P000003_S005,She was raised in a Methodist household.,1
P000004,P000004_S000,"Beyoncé attended St. Mary's Elementary School in Fredericksburg, Texas, where she enrolled in dance classes.",1
P000004,P000004_S001,"Her singing talent was discovered when dance instructor Darlette Johnson began humming a song and she finished it, able to hit the high-pitched notes.",1
P000004,P000004_S002,"Beyoncé's interest in music and performing continued after winning a school talent show at age seven, singing John Lennon's ""Imagine"" to beat 15/16-year-olds.",1
P000004,P000004_S003,"In fall of 1990, Beyoncé enrolled in Parker Elementary School, a music magnet school in Houston, where she would perform with the school's choir.",1
P000004,P000004_S004,She also attended the High School for the Performing and Visual Arts and later Alief Elsik High School.,0
P000004,P000004_S005,Beyoncé was also a member of the choir at St. John's United Methodist Church as a soloist for two years.,1
P000005,P000005_S000,"At age eight, Beyoncé and childhood friend Kelly Rowland met LaTavia Roberson while in an audition for an all-girl entertainment group.",1
P000005,P000005_S001,"They were placed into a group with three other girls as Girl's Tyme, and rapped and danced on the talent show circuit in Houston.",1
P000005,P000005_S002,"After seeing the group, R&B producer Arne Frager brought them to his Northern California studio and placed them in Star Search, the largest talent show on national TV at the time.",1
P000005,P000005_S003,"Girl's Tyme failed to win, and Beyoncé later said the song they performed was not good.",0
P000005,P000005_S004,In 1995 Beyoncé's father resigned from his job to manage the group.,1
P000005,P000005_S005,"The move reduced Beyoncé's family's income by half, and her parents were forced to move into separated apartments.",0
P000005,P000005_S006,Mathew cut the original line-up to four and the group continued performing as an opening act for other established R&B girl groups.,0
P000005,P000005_S007,"The girls auditioned before record labels and were finally signed to Elektra Records, moving to Atlanta Records briefly to work on their first recording, only to be cut by the company.",1
P000005,P000005_S008,"This put further strain on the family, and Beyoncé's parents separated.",0
P000005,P000005_S009,"On October 5, 1995, Dwayne Wiggins's Grass Roots Entertainment signed the group.",1
P000005,P000005_S010,"In 1996, the girls began recording their debut album under an agreement with Sony Music, the Knowles family reunited, and shortly after, the group got a contract with Columbia Records.",1
P000006,P000006_S000,"The group changed their name to Destiny's Child in 1996, based upon a passage in the Book of Isaiah.",1
P000006,P000006_S001,"In 1997, Destiny's Child released their major label debut song ""Killing Time"" on the soundtrack to the 1997 film, Men in Black.",1
P000006,P000006_S002,"The following year, the group released their self-titled debut album, scoring their first major hit ""No, No, No"".",1
P000006,P000006_S003,"The album established the group as a viable act in the music industry, with moderate sales and winning the group three Soul Train Lady of Soul Awards for Best R&B/Soul Album of the Year, Best R&B/Soul or Rap New Artist, and Best R&B/Soul Single for ""No, No, No"".",0
P000006,P000006_S004,The group released their multi-platinum second album The Writing's on the Wall in 1999.,1
P000006,P000006_S005,"The record features some of the group's most widely known songs such as ""Bills, Bills, Bills"", the group's first number-one single, ""Jumpin' Jumpin'"" and ""Say My Name"", which became their most successful song at the time, and would remain one of their signature songs.",1
P000006,P000006_S006,"""Say My Name"" won the Best R&B Performance by a Duo or Group with Vocals and the Best R&B Song at the 43rd Annual Grammy Awards.",0
P000006,P000006_S007,The Writing's on the Wall sold more than eight million copies worldwide.,0
P000006,P000006_S008,"During this time, Beyoncé recorded a duet with Marc Nelson, an original member of Boyz II Men, on the song ""After All Is Said and Done"" for the soundtrack to the 1999 film, The Best Man.",1
P000007,P000007_S000,LeToya Luckett and Roberson became unhappy with Mathew's managing of the band and eventually were replaced by Farrah Franklin and Michelle Williams.,1
P000007,P000007_S001,"Beyoncé experienced depression following the split with Luckett and Roberson after being publicly blamed by the media, critics, and blogs for its cause.",1
P000007,P000007_S002,Her long-standing boyfriend left her at this time.,1
P000007,P000007_S003,"The depression was so severe it lasted for a couple of years, during which she occasionally kept herself in her bedroom for days and refused to eat anything.",1
P000007,P000007_S004,Beyoncé stated that she struggled to speak about her depression because Destiny's Child had just won their first Grammy Award and she feared no one would take her seriously.,0
P000007,P000007_S005,Beyoncé would later speak of her mother as the person who helped her fight it.,1
P000007,P000007_S006,"Franklin was dismissed, leaving just Beyoncé, Rowland, and Williams.",0
P000008,P000008_S000,"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels.",1
P000008,P000008_S001,"It became their best-charting single, topping the U.S.",0
P000008,P000008_S002,Billboard Hot 100 chart for eleven consecutive weeks.,1
P000008,P000008_S003,"In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer.",1
P000008,P000008_S004,"Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet.",1
P000008,P000008_S005,"When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them.",1
P000008,P000008_S006,The album debuted at number one on the U.S.,0
P000008,P000008_S007,"Billboard 200, with first-week sales of 663,000 copies sold.",1
P000008,P000008_S008,"The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals.",0
P000008,P000008_S009,"After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",1
P000009,P000009_S000,"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million.",1
P000009,P000009_S001,"Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium.",1
P000009,P000009_S002,"In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with.",1
P000009,P000009_S003,"The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film.",1
P000009,P000009_S004,"Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",1
P000010,P000010_S000,"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S.",1
P000010,P000010_S001,Billboard Hot 100 chart.,0
P000010,P000010_S002,"Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts.",1
P000010,P000010_S003,"The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide.",1
P000010,P000010_S004,"The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US.",1
P000010,P000010_S005,"The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five.",1
P000010,P000010_S006,"The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",1
P000011,P000011_S000,"In November 2003, she embarked on the Dangerously in Love Tour in Europe and later toured alongside Missy Elliott and Alicia Keys for the Verizon Ladies First Tour in North America.",1
P000011,P000011_S001,"On February 1, 2004, Beyoncé performed the American national anthem at Super Bowl XXXVIII, at the Reliant Stadium in Houston, Texas.",1
P000011,P000011_S002,"After the release of Dangerously in Love, Beyoncé had planned to produce a follow-up album using several of the left-over tracks.",0
P000011,P000011_S003,"However, this was put on hold so she could concentrate on recording Destiny Fulfilled, the final studio album by Destiny's Child.",1
P000011,P000011_S004,"Released on November 15, 2004, in the US and peaking at number two on the Billboard 200, Destiny Fulfilled included the singles ""Lose My Breath"" and ""Soldier"", which reached the top five on the Billboard Hot 100 chart.",1
P000011,P000011_S005,"Destiny's Child embarked on a worldwide concert tour, Destiny Fulfilled... and Lovin' It and during the last stop of their European tour, in Barcelona on June 11, 2005, Rowland announced that Destiny's Child would disband following the North American leg of the tour.",1
P000011,P000011_S006,"The group released their first compilation album Number 1's on October 25, 2005, in the US and accepted a star on the Hollywood Walk of Fame in March 2006.",1
P000012,P000012_S000,"Beyoncé's second solo album B'Day was released on September 5, 2006, in the US, to coincide with her twenty-fifth birthday.",1
P000012,P000012_S001,"It sold 541,000 copies in its first week and debuted atop the Billboard 200, becoming Beyoncé's second consecutive number-one album in the United States.",1
P000012,P000012_S002,"The album's lead single ""Déjà Vu"", featuring Jay Z, reached the top five on the Billboard Hot 100 chart.",1
P000012,P000012_S003,"The second international single ""Irreplaceable"" was a commercial success worldwide, reaching number one in Australia, Hungary, Ireland, New Zealand and the United States.",0
P000012,P000012_S004,"B'Day also produced three other singles; ""Ring the Alarm"", ""Get Me Bodied"", and ""Green Light"" (released in the United Kingdom only).",1
P000013,P000013_S000,"Her first acting role of 2006 was in the comedy film The Pink Panther starring opposite Steve Martin, grossing $158.8 million at the box office worldwide.",1
P000013,P000013_S001,"Her second film Dreamgirls, the film version of the 1981 Broadway musical loosely based on The Supremes, received acclaim from critics and grossed $154 million internationally.",1
P000013,P000013_S002,"In it, she starred opposite Jennifer Hudson, Jamie Foxx, and Eddie Murphy playing a pop singer based on Diana Ross.",1
P000013,P000013_S003,"To promote the film, Beyoncé released ""Listen"" as the lead single from the soundtrack album.",1
P000013,P000013_S004,"In April 2007, Beyoncé embarked on The Beyoncé Experience, her first worldwide concert tour, visiting 97 venues and grossed over $24 million.",1
P000013,P000013_S005,[note 1] Beyoncé conducted pre-concert food donation drives during six major stops in conjunction with her pastor at St. John's and America's Second Harvest.,0
P000013,P000013_S006,"At the same time, B'Day was re-released with five additional songs, including her duet with Shakira ""Beautiful Liar"".",1
P000014,P000014_S000,"On April 4, 2008, Beyoncé married Jay Z.",1
P000014,P000014_S001,"She publicly revealed their marriage in a video montage at the listening party for her third studio album, I Am... Sasha Fierce, in Manhattan's Sony Club on October 22, 2008.",1
P000014,P000014_S002,"I Am... Sasha Fierce was released on November 18, 2008 in the United States.",1
P000014,P000014_S003,"The album formally introduces Beyoncé's alter ego Sasha Fierce, conceived during the making of her 2003 single ""Crazy in Love"", selling 482,000 copies in its first week, debuting atop the Billboard 200, and giving Beyoncé her third consecutive number-one album in the US.",0
P000014,P000014_S004,"The album featured the number-one song ""Single Ladies (Put a Ring on It)"" and the top-five songs ""If I Were a Boy"" and ""Halo"".",1
P000014,P000014_S005,"Achieving the accomplishment of becoming her longest-running Hot 100 single in her career, ""Halo""'s success in the US helped Beyoncé attain more top-ten singles on the list than any other woman during the 2000s.",1
P000014,P000014_S006,"It also included the successful ""Sweet Dreams"", and singles ""Diva"", ""Ego"", ""Broken-Hearted Girl"" and ""Video Phone"".",0
P000014,P000014_S007,"The music video for ""Single Ladies"" has been parodied and imitated around the world, spawning the ""first major dance craze"" of the Internet age according to the Toronto Star.",0
P000014,P000014_S008,"The video has won several awards, including Best Video at the 2009 MTV Europe Music Awards, the 2009 Scottish MOBO Awards, and the 2009 BET Awards.",0
P000014,P000014_S009,"At the 2009 MTV Video Music Awards, the video was nominated for nine awards, ultimately winning three including Video of the Year.",0
P000014,P000014_S010,"Its failure to win the Best Female Video category, which went to American country pop singer Taylor Swift's ""You Belong with Me"", led to Kanye West interrupting the ceremony and Beyoncé improvising a re-presentation of Swift's award during her own acceptance speech.",1
P000014,P000014_S011,"In March 2009, Beyoncé embarked on the I Am... World Tour, her second headlining worldwide concert tour, consisting of 108 shows, grossing $119.5 million.",1
P000015,P000015_S000,"Beyoncé further expanded her acting career, starring as blues singer Etta James in the 2008 musical biopic, Cadillac Records.",1
P000015,P000015_S001,"Her performance in the film received praise from critics, and she garnered several nominations for her portrayal of James, including a Satellite Award nomination for Best Supporting Actress, and a NAACP Image Award nomination for Outstanding Supporting Actress.",0
P000015,P000015_S002,"Beyoncé donated her entire salary from the film to Phoenix House, an organization of rehabilitation centers for heroin addicts around the country.",1
P000015,P000015_S003,"On January 20, 2009, Beyoncé performed James' ""At Last"" at the First Couple's first inaugural ball.",1
P000015,P000015_S004,"Beyoncé starred opposite Ali Larter and Idris Elba in the thriller, Obsessed.",1
P000015,P000015_S005,"She played Sharon Charles, a mother and wife who learns of a woman's obsessive behavior over her husband.",1
P000015,P000015_S006,"Although the film received negative reviews from critics, the movie did well at the US box office, grossing $68 million—$60 million more than Cadillac Records—on a budget of $20 million.",1
P000015,P000015_S007,The fight scene finale between Sharon and the character played by Ali Larter also won the 2010 MTV Movie Award for Best Fight.,1
P000016,P000016_S000,"At the 52nd Annual Grammy Awards, Beyoncé received ten nominations, including Album of the Year for I Am... Sasha Fierce, Record of the Year for ""Halo"", and Song of the Year for ""Single Ladies (Put a Ring on It)"", among others.",1
P000016,P000016_S001,She tied with Lauryn Hill for most Grammy nominations in a single year by a female artist.,1
P000016,P000016_S002,"In 2010, Beyoncé was featured on Lady Gaga's single ""Telephone"" and its music video.",1
P000016,P000016_S003,"The song topped the US Pop Songs chart, becoming the sixth number-one for both Beyoncé and Gaga, tying them with Mariah Carey for most number-ones since the Nielsen Top 40 airplay chart launched in 1992.",1
P000016,P000016_S004,"""Telephone"" received a Grammy Award nomination for Best Pop Collaboration with Vocals.",0
P000017,P000017_S000,"Beyoncé announced a hiatus from her music career in January 2010, heeding her mother's advice, ""to live life, to be inspired by things again"".",1
P000017,P000017_S001,During the break she and her father parted ways as business partners.,1
P000017,P000017_S002,"Beyoncé's musical break lasted nine months and saw her visit multiple European cities, the Great Wall of China, the Egyptian pyramids, Australia, English music festivals and various museums and ballet performances.",1
P000018,P000018_S000,"In 2011, documents obtained by WikiLeaks revealed that Beyoncé was one of many entertainers who performed for the family of Libyan ruler Muammar Gaddafi.",1
P000018,P000018_S001,Rolling Stone reported that the music industry was urging them to return the money they earned for the concerts; a spokesperson for Beyoncé later confirmed to The Huffington Post that she donated the money to the Clinton Bush Haiti Fund.,1
P000018,P000018_S002,"Later that year she became the first solo female artist to headline the main Pyramid stage at the 2011 Glastonbury Festival in over twenty years, and was named the highest-paid performer in the world per minute.",1
P000019,P000019_S000,"Her fourth studio album 4 was released on June 28, 2011 in the US.",1
P000019,P000019_S001,"4 sold 310,000 copies in its first week and debuted atop the Billboard 200 chart, giving Beyoncé her fourth consecutive number-one album in the US.",1
P000019,P000019_S002,"The album was preceded by two of its singles ""Run the World (Girls)"" and ""Best Thing I Never Had"", which both attained moderate success.",0
P000019,P000019_S003,"The fourth single ""Love on Top"" was a commercial success in the US.",1
P000019,P000019_S004,"4 also produced four other singles; ""Party"", ""Countdown"", ""I Care"" and ""End of Time"".",0
P000019,P000019_S005,"""Eat, Play, Love"", a cover story written by Beyoncé for Essence that detailed her 2010 career break, won her a writing award from the New York Association of Black Journalists.",1
P000019,P000019_S006,"In late 2011, she took the stage at New York's Roseland Ballroom for four nights of special performances: the 4 Intimate Nights with Beyoncé concerts saw the performance of her 4 album to a standing room only.",1
P000020,P000020_S000,"On January 7, 2012, Beyoncé gave birth to her first child, a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York.",1
P000020,P000020_S001,"Five months later, she performed for four nights at Revel Atlantic City's Ovation Hall to celebrate the resort's opening, her first performances since giving birth to Blue Ivy.",1
P000021,P000021_S000,"In January 2013, Destiny's Child released Love Songs, a compilation album of the romance-themed songs from their previous albums and a newly recorded track, ""Nuclear"".",1
P000021,P000021_S001,"Beyoncé performed the American national anthem singing along with a pre-recorded track at President Obama's second inauguration in Washington, D.C.",1
P000021,P000021_S002,"The following month, Beyoncé performed at the Super Bowl XLVII halftime show, held at the Mercedes-Benz Superdome in New Orleans.",1
P000021,P000021_S003,"The performance stands as the second most tweeted about moment in history at 268,000 tweets per minute.",1
P000021,P000021_S004,"At the 55th Annual Grammy Awards, Beyoncé won for Best Traditional R&B Performance for ""Love on Top"".",0
P000021,P000021_S005,"Her feature-length documentary film, Life Is But a Dream, first aired on HBO on February 16, 2013.",1
P000021,P000021_S006,"The film, which she directed and produced herself, featured footage from her childhood, her as a mother and businesswoman, recording, rehearsing for live performances, and her return to the spotlight following Blue Ivy's birth.",0
P000021,P000021_S007,"Its DVD release in November 2013 was accompanied by footage from the Revel Presents: Beyoncé Live concerts and a new song, ""God Made You Beautiful"".",0
P000021,P000021_S008,"In February 2013, Beyoncé signed a global publishing agreement with Warner/Chappell Music, which would cover her future songwriting and then-upcoming studio album.",1
P000022,P000022_S000,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014.",1
P000022,P000022_S001,It became the most successful tour of her career and one of the most-successful tours of all time.,0
P000022,P000022_S002,"In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released.",1
P000022,P000022_S003,She was also honorary chair of the 2013 Met Gala.,1
P000022,P000022_S004,"Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.",1
P000023,P000023_S000,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion.",1
P000023,P000023_S001,"The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US.",0
P000023,P000023_S002,This made her the first woman in the chart's history to have her first five studio albums debut at number one.,0
P000023,P000023_S003,"Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant.",1
P000023,P000023_S004,"Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"".",0
P000023,P000023_S005,"The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart.",1
P000023,P000023_S006,"In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour.",1
P000023,P000023_S007,It served as the couple's first co-headlining stadium tour together.,0
P000023,P000023_S008,"On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards.",0
P000023,P000023_S009,"Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"".",0
P000023,P000023_S010,"In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013.",1
P000023,P000023_S011,"Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.",0
P000024,P000024_S000,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé.",1
P000024,P000024_S001,She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album.,1
P000024,P000024_S002,"In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue.",1
P000024,P000024_S003,She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month.,0
P000024,P000024_S004,"Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December.",1
P000024,P000024_S005,"On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February.",0
P000024,P000024_S006,"Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.",0
P000025,P000025_S000,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".",1
P000026,P000026_S000,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002).",1
P000026,P000026_S001,"Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship.",0
P000026,P000026_S002,"On April 4, 2008, Beyoncé and Jay Z were married without publicity.",1
P000026,P000026_S003,"As of April 2014, the couple have sold a combined 300 million records together.",1
P000026,P000026_S004,"The couple are known for their private relationship, although they have appeared to become more relaxed in recent years.",0
P000026,P000026_S005,"Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured.",1
P000026,P000026_S006,She returned to the studio and wrote music in order to cope with the loss.,1
P000026,P000026_S007,"In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.",1
P000027,P000027_S000,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"".",1
P000027,P000027_S001,"At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening.",1
P000027,P000027_S002,"Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.",1
P000028,P000028_S000,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security.",1
P000028,P000028_S001,"Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com.",1
P000028,P000028_S002,"The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy.",0
P000028,P000028_S003,"Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C.""",1
P000028,P000028_S004,on it.,0
P000028,P000028_S005,"At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.",0
P000029,P000029_S000,Beyoncé and husband Jay Z are friends with President Barack Obama and First Lady Michelle Obama.,0
P000029,P000029_S001,"She performed ""America the Beautiful"" at the 2009 presidential inauguration, as well as ""At Last"" during the first inaugural dance at the Neighborhood Ball two days later.",1
P000029,P000029_S002,Beyoncé and Jay Z held a fundraiser at the latter's 40/40 Club in Manhattan for Obama's 2012 presidential campaign which raised $4 million.,1
P000029,P000029_S003,"Beyoncé uploaded pictures of her paper ballot on Tumblr, confirming she had voted in support for the Democratic Party and to encourage others to do so.",1
P000029,P000029_S004,"She also performed the American national anthem at his second inauguration, singing along with a pre-recorded track.",0
P000029,P000029_S005,"She publicly endorsed same sex marriage on March 26, 2013, after the Supreme Court debate on California's Proposition 8.",1
